timestamp,proto,src_ip,src_port,dst_ip,dst_port,bytes
2025-11-16T22:21:16.2169504-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:16.2169504-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:16.2169504-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:16.2169504-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:17.223685-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:17.223685-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:17.223685-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:17.223685-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:18.2157478-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:18.2157478-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:18.2157478-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:18.2157478-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:19.2376709-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:19.2376709-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:19.2376709-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:19.2376709-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:20.2204819-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:20.2204819-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:20.2378091-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:20.2378091-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:21.2363112-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:21.2363112-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:21.2363112-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:21.2363112-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:22.2453116-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:22.2453116-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:22.2458643-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:22.2458643-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:23.2318677-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:23.2318677-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:23.2324244-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:23.2324244-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:24.2388526-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:24.2388526-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:24.2393975-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:24.2393975-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:25.2639476-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:25.2639476-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:25.2639476-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:25.2639476-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:26.2555443-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:26.2555443-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:26.2555443-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:26.2555443-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:27.2627007-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:27.2627007-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:27.2627007-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:27.2627007-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:28.2744176-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:28.2744176-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:28.2744176-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:28.2744176-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:29.2881052-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:29.2881052-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:29.2881052-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:29.2881052-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:30.3118461-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:30.3118461-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:30.3118461-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:30.3118461-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:31.3014279-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:31.3014279-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:31.3014279-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:31.3014279-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:32.3053926-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:32.3053926-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:32.3053926-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:32.305906-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:33.3248139-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:33.3248139-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:33.3248139-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:33.3248139-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:34.3229513-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:34.3229513-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:34.3234637-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:34.3234637-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:35.3387501-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:35.3387501-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:35.3387501-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:35.3387501-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:36.3382879-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:36.3382879-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:36.3541774-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:36.3541774-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:37.3386827-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:37.3386827-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:37.3391933-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:37.3391933-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:38.3678836-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:38.3678836-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:38.3678836-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:38.3678836-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:39.3526184-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:39.3526184-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:39.3531309-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:39.3531309-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:40.3643399-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:40.3643399-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:40.3643399-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:40.3643399-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:41.377168-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:41.377168-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:41.3877888-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:41.3877888-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:42.4008351-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:42.4008351-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:42.4008351-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:42.4008351-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:43.3996294-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:43.3996294-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:43.3996294-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:43.3996294-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:44.4323581-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:44.4323581-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:44.4323581-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:44.4323581-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:45.4473763-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:45.4473763-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:45.4473763-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:45.4473763-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:46.4470843-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:46.4470843-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:46.4470843-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:46.4470843-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:47.4622579-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:47.4622579-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:47.4622579-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:47.4622579-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:48.4625426-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:48.4625426-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:48.4625426-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:48.4625426-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:49.495651-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:49.495651-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:49.4960732-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:49.4960732-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:50.5099454-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:50.5099454-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:50.5099454-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:50.5099454-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:51.5257174-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:51.5257174-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:51.5257174-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:51.5257174-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:52.5419303-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:52.5419303-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:52.5419303-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:52.5419303-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:53.5411368-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:53.5411368-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:53.5411368-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:53.5411368-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:54.0388584-03:00,UDP,192.168.100.103,138,192.168.100.255,138,233
2025-11-16T22:21:54.0388584-03:00,UDP,192.168.100.103,138,192.168.100.255,138,233
2025-11-16T22:21:54.554984-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:54.554984-03:00,TCP,127.0.0.1,60931,127.0.0.1,60930,45
2025-11-16T22:21:54.554984-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
2025-11-16T22:21:54.554984-03:00,TCP,127.0.0.1,60930,127.0.0.1,60931,56
